#TPMAVERT TTRSTEMP TCSOTEMP TAIRTEMP TRUSTEMP 
-2.2791864738568535 -13.772137486612834 -11.641669113849673 -13.54084405846141 -13.965858282246657 
-9.121332869997545 -14.836209161464353 -20.794279201897936 -16.454843190059698 -16.15543963392234 
-10.090154432703535 -14.81926195594081 -11.487198438849866 -13.341350307349309 -14.10296364364978 
5.687261490400175 -3.5303254810113316 2.8196338487509465 -2.671319502459646 -3.8150740941571115 
4.684509973478335 -4.515451711684904 1.7064068121831255 -3.630041262409023 -4.645615238861112 
4.082105102527933 -5.035504284919767 0.9616773211444496 -4.187789127887243 -5.059024811001933 
3.742399220655024 -5.293276005077452 0.5078674751386458 -4.490968694904041 -5.250688346095167 
3.507453855018916 -5.451264751381935 0.17611678508799855 -4.69325206769895 -5.359872813945188 
3.2124125884596566 -5.618707765997577 -0.2659098128631854 -4.9348078221362 -5.461749120423676 
2.3399997068070277 -5.7120777205595274 -1.8462347547631097 -5.451709962501461 -5.318524621414511 
2.221791801492401 1.9793526352184898 0.8925036581832302 3.4100082883968597 1.3689538145188251 
0.963755353735074 3.498068883270733 8.290703678735056 10.262366320120364 0.9588901352275414 
0.3502554190633944 3.4107761568680672 10.628866019784233 12.045917004826201 0.25796738751306947 
0.022323126246170943 3.3016413507301223 11.771554147805219 12.874592156060949 -0.15193476942076956 
0.13459317167274776 -5.354268473409363 -2.4304823431222644 -4.992048038375074 -5.0698631593421695 
-1.1828953183455226 -8.127392133494382 -5.179519603492544 -7.331163209496516 -6.5575449389308815 
-1.3826023022485145 -8.49155461252007 -5.6263281436351065 -7.625583735535635 -6.734772010699075 
-1.533671061462094 -8.752069036578902 -5.967386635622063 -7.831805793582447 -6.856848971262153 
-2.029005346961199 -9.460902927033565 -7.094267313603098 -8.345619641438873 -7.144339818287193 
2.2430927607119955 7.425476131346009 5.6655200484602375 8.47847650324951 3.0513639980208396 
-7.374581159720428 -16.114465052684857 -40.478213598004054 -35.90031430220897 -20.86238040783268 
-0.3857136359599167 8.643883902187888 2.5247112040851505 8.447810196696803 5.998377008394584 
-3.50858787538062 -3.5680483027075383 0.12346320748202189 -0.3003586675945691 -1.7386268420485962 
-8.263528307439927 7.375008807338279 -30.443190399074993 -2.250659839685998 -2.4009674865666852 
3.1014408866083087 9.38262920827917 3.218748789403314 11.843000658010805 9.906258381005628 
0.5399683575692649 0.5083405822649212 -0.6110678336671782 -1.6660313230937973 -1.085738071349951 
0.4045660701109455 0.7702906664663445 -0.7597107742201459 -1.2753566468877153 -0.8459835515091996 
3.5340622370521046 11.35962239670505 11.10726245048319 18.789847897950196 14.337267515027818 
2.626693703880001 1.2800414142343897 1.2080739953985287 3.498295660800288 0.12142270027801771 
0.8830203720018304 0.2135155885326867 1.7332707465474329 0.12393133035999426 -0.18427610178122222 
15.24816566950129 -2.1564327398202465 8.917100430612557 -6.518095102721233 -6.34084108773898 
1.830781402711068 -0.9222393301380194 1.3430137461218905 1.7668271167918803 -3.723568460589277 
9.954108403790762 -0.47546949757943935 2.351609508509256 9.562379805867316 7.7399614927450955 
2.92481849101236 -7.407117146091657 -3.090772177909784 -8.955596787492226 -8.327923519788527 
2.7006721815912016 -7.489428781817864 -3.2176791247774617 -8.877697686152963 -8.318014550657438 
0.2121375708931339 -5.969097588829619 -4.1579322287388365 -3.279385653585898 -4.201318874852866 
34.411789397230486 -31.767763186843467 -6.743070730165357 -27.174585902368165 -29.732365154423412 
10.318563351163945 -8.033687912038978 -3.427901013664858 -6.410333075612584 -8.705947847565376 
2.1240955556208974 -4.746297469719707 -2.819013746036525 -4.474630757388276 -3.4164319001185106 
-2.5259025284530168 -35.726188224679056 -7.9946013075449684 -33.67072097806645 -28.34006501753432 
-1.1290458976279893 -1.2438341179583645 -5.2622592739366425 -2.213096369955636 -3.708599397390344 
0.2929287675558001 4.788705054710363 -0.08962217772392478 5.060243461198155 5.082639880338746 
1.6607559605676059 -32.14881913220147 -22.73081575231668 -18.21037409240276 -27.015414126077175 
-5.857765724541508 -23.003576644917523 -24.70561740052286 -13.826762391564706 -19.992463036010122 
-2.429542772785531 -1.8040391080281992 -3.861374870078116 -2.444615597800315 -2.105663703612848 
-4.328838087011633 -9.490856358301691 -2.8451100640628724 -11.316735852745019 -8.762375484752027 
